kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_prad,koi_steff,koi_srad,koi_slogg,koi_kepmag
"K02414.01","CONFIRMED",22.5968256,6.179,142.9,0.062,1.3,5610.00,1.1040,4.301,13.584
"K02414.02","CONFIRMED",45.3486381,4.858,162.9,0.847,1.61,5610.00,1.1040,4.301,13.584
"K02415.01","CONFIRMED",5.25419589,2.9878,461.8,0.007,2.12,6123.00,0.9870,4.472,15.659
"K02416.01","CONFIRMED",5.90608902,2.409,340.7,0.025,1.77,5966.00,0.9610,4.493,15.466
"K00247.01","CONFIRMED",13.81504449,2.3244,1032.6,0.868,1.91,3732.00,0.5090,4.736,14.216
"K02488.01","CONFIRMED",12.4128518,4.298,108.1,0.711,1.5,5945.00,1.3460,4.196,13.539
"K02489.01","CONFIRMED",3.92453009,3.691,463.5,0.112,1.82,5776.00,0.8490,4.554,15.708
"K02490.01","CONFIRMED",11.60653061,2.194,771.7,0.024,1.88,4703.00,0.7010,4.582,15.701
"K02491.01","CONFIRMED",2.66831274,2.4141,266.2,0.333,1.48,5806.00,0.8990,4.528,15.553
"K02562.01","FALSE POSITIVE",2.9322509,2.931,181.2,0.457,1.33,6106.00,0.9660,4.487,15.662
"K02563.01","CONFIRMED",23.4772553,6.735,141.4,0.013,1.34,6384.00,1.1210,4.361,13.973
"K02564.01","CONFIRMED",66.5576728,10.532,214.2,0.254,4.96,5734.00,3.4050,3.591,14.074
"K02565.01","FALSE POSITIVE",2.01948607,5.248,275.4,0.977,2.15,5884.00,0.9440,4.481,15.415
"K02566.01","FALSE POSITIVE",3.04468229,5.951,71.4,0.623,0.86,5575.00,0.9800,4.363,14.028
"K02642.01","FALSE POSITIVE",15.05028313,1.848,615.2,0.3125,2.46,5887.00,0.9890,4.490,15.612
"K00254.01","CONFIRMED",2.455240626,1.72722,36911.9,0.144,10.6,3793.00,0.5680,4.697,15.979
"K02643.01","CONFIRMED",9.08233411,2.008,296.9,0.262,1.35,5354.00,0.7880,4.587,15.400
"K02644.01","FALSE POSITIVE",0.790539912,1.0567,277.3,0.008,1.24,4791.00,0.7670,4.541,14.864
"K02645.01","FALSE POSITIVE",1.705782214,1.007,278,0.709,1.82,5387.00,1.0090,4.380,15.272
"K02646.01","FALSE POSITIVE",0.532086296,4.023,495.8,1.199,16.99,5271.00,0.6980,4.636,15.397
"K02417.01","CONFIRMED",47.7052566,5.959,1161.5,0.918,2.89,4551.00,0.6720,4.609,16.220
"K00244.02","CONFIRMED",6.238535444,3.5255,401.6,0.008,2.53,6267.00,1.2580,4.280,10.734
"K02418.01","CONFIRMED",86.829519,7.464,751,0.953,1.68,3576.00,0.4630,4.791,15.474
"K02419.01","CONFIRMED",9.95667035,3.534,586.8,0.949,3.41,6165.00,1.1150,4.365,15.309
"K02420.01","CONFIRMED",10.41728722,4.125,210.4,0.12,1.64,5557.00,1.1510,4.288,14.746
"K02492.01","CONFIRMED",0.984941669,1.9724,81.4,0.045,1.49,5825.00,1.6620,4.046,13.835
"K02493.01","CONFIRMED",0.663085361,1.1522,322.7,0.841,1.6,5172.00,0.7670,4.600,15.304
"K02494.01","CONFIRMED",19.1187425,6.805,217.5,0.74,2.33,5862.00,1.4630,4.148,14.838
"K02495.01","FALSE POSITIVE",1.08749101,1.6192,126.4,0.979,4.91,5988.00,3.2040,3.594,13.214
"K02496.01","FALSE POSITIVE",1.183818383,1.393,84.3,0.17,0.91,6014.00,0.9920,4.459,14.675
"K02567.01","FALSE POSITIVE",4.98845099,7.453,193.9,0.041,1.33,5695.00,0.9610,4.411,15.331
"K00250.03","CONFIRMED",3.543919702,1.8717,507,0.022,1.21,3879.00,0.5370,4.708,15.473
"K02647.01","CONFIRMED",8.83929462,1.719,316.2,0.924,1.94,5330.00,0.8700,4.491,15.102
"K02648.01","FALSE POSITIVE",0.631795416,1.0703,145.2,0.433,1.88,6414.00,1.5190,4.173,14.676
"K02649.01","CONFIRMED",7.56126152,2.851,180.6,0.253,1.2,5853.00,0.8950,4.529,14.640
"K02650.01","CONFIRMED",34.9897847,4.208,498.5,0.034,1.14,3765.00,0.5210,4.725,15.987
"K02650.02","CONFIRMED",7.05429483,1.716,359.3,0.48,1,3765.00,0.5210,4.725,15.987
"K02422.01","CONFIRMED",26.7838935,4.584,365.3,0.036,1.59,5242.00,0.8560,4.512,14.803
"K02423.01","CONFIRMED",45.126216,6.656,373.1,0.49,2.32,6499.00,1.1690,4.378,14.689
"K02424.01","CONFIRMED",11.94019101,2.866,631.7,0.348,1.86,5073.00,0.7480,4.607,15.912
"K02425.01","FALSE POSITIVE",3.51295674,3.06,83.1,0.499,1.1,6453.00,1.1700,4.326,13.510
"K02497.01","CONFIRMED",48.4313003,4.03,886.4,0.846,2.78,4891.00,0.8050,4.516,15.605
"K00248.01","CONFIRMED",7.203855862,2.5418,1765.9,0.037,2.25,3834.00,0.5390,4.708,15.264
"K02498.01","CONFIRMED",6.73808701,2.591,92.9,0.148,0.73,5168.00,0.7690,4.566,13.942
"K02499.01","FALSE POSITIVE",7.57571414,2.357,418.5,0.413,2.45,6418.00,1.1710,4.395,15.614
"K02501.01","FALSE POSITIVE",4.76887671,1.672,115.8,0.654,2.11,6063.00,1.8550,3.926,13.388
"K02573.01","FALSE POSITIVE",1.347512632,1.9817,2651.8,1.252,23.45,5316.00,0.6850,4.585,15.894
"K02574.01","FALSE POSITIVE",0.512581697,1.5789,259.1,0.283,1.32,5547.00,0.8200,4.571,15.338
"K02576.01","FALSE POSITIVE",12.07760884,2.233,151,0.264,1.03,5370.00,0.8450,4.471,14.166
"K02651.01","FALSE POSITIVE",6.38315744,1.7075,1112.6,0.029,2.35,5262.00,0.7140,4.623,15.554
"K00255.01","CONFIRMED",27.52194772,4.047,2312.8,0.35,2.47,3780.00,0.5110,4.746,15.108
"K02652.01","CONFIRMED",16.1289679,6.271,389,0.968,2.94,5392.00,1.0870,4.314,15.022
"K02654.01","CONFIRMED",13.5631157,5.438,336.4,0.704,1.75,5853.00,0.8950,4.529,15.785
"K02655.01","CONFIRMED",16.2959916,2.116,369.6,0.213,1.83,5495.00,0.9610,4.442,15.243
"K02426.01","CONFIRMED",4.16056658,2.61,75.8,0.069,0.7,5481.00,0.8150,4.574,13.889
"K02427.01","FALSE POSITIVE",2.93101771,2.231,199.1,0.523,1.15,5485.00,0.7880,4.500,15.484
"K00245.01","CONFIRMED",39.79220077,4.466,610.4,0.019,1.9,5437.00,0.7810,4.571,9.705
"K02428.01","FALSE POSITIVE",16.2276756,3.699,525.8,0.633,2.11,5328.00,0.8830,4.447,15.388
"K02429.01","FALSE POSITIVE",1.595630597,1.793,259.6,1.21,17.94,5632.00,0.7290,4.616,15.112
"K02503.01","CONFIRMED",14.8200596,3.902,184.9,0.059,0.96,4825.00,0.7320,4.603,14.146
"K02504.01","CONFIRMED",20.49041,4.369,661.8,0.011,2.34,5681.00,0.9230,4.524,15.930
"K02505.01","FALSE POSITIVE",0.962827066,4.48,86.3,1.079,29.27,6534.00,3.0280,3.647,13.398
"K02506.01","CONFIRMED",8.679037,2.864,301.6,0.224,1.79,6117.00,1.0270,4.420,15.180
"K02507.01","CONFIRMED",11.1296971,2.942,371,0.572,1.93,6122.00,0.9640,4.487,15.859
"K02579.01","CONFIRMED",2.7296036,2.721,145.6,0.509,1.53,5887.00,1.2350,4.292,15.147
"K02580.01","CONFIRMED",3.11604194,1.7763,345.2,0.195,1.59,5591.00,0.8600,4.559,15.790
"K00250.04","CONFIRMED",46.82767725,1.9033,1537.7,0.393,2.13,3879.00,0.5370,4.708,15.473
"K02581.01","CONFIRMED",12.7372371,3.358,100.8,0.364,0.87,5420.00,0.8680,4.502,13.463
"K02582.01","CONFIRMED",40.0306267,4.815,214.5,0.322,2.01,5855.00,1.3730,4.227,13.628
"K02668.01","CONFIRMED",0.679336747,1.2188,240.7,0.209,1.4,5440.00,0.9130,4.491,14.159
"K02669.01","FALSE POSITIVE",213.6103207,10.7643,110990,0.977,46.07,5931.00,0.8450,4.554,15.619
"K02670.01","FALSE POSITIVE",170.8658492,16.9895,29840.8,0.684,24.4,5989.00,1.3240,4.221,14.412
"K02671.02","FALSE POSITIVE",17.5509742,4.064,3859,0.2023,5.97,5780.00,1.0000,4.438,17.290
"K02672.01","CONFIRMED",88.5122014,6.8214,2518.7,0.242,4.7,5593.00,0.9450,4.450,11.921
"K02430.01","FALSE POSITIVE",10.21507506,3.395,258.6,0.1,1.5,5406.00,0.9500,4.433,14.338
"K02431.01","FALSE POSITIVE",8.3806973,3.028,650.8,0.5317,1.91,5062.00,0.7350,4.601,15.970
"K02432.01","CONFIRMED",31.0572947,3.401,636.6,0.335,1.85,5395.00,0.7340,4.615,15.956
"K02433.01","CONFIRMED",15.1622287,7.332,479.8,0.959,3.12,6325.00,1.1120,4.409,15.212
"K02433.02","CONFIRMED",10.04378351,5.548,437.9,0.953,2.94,6325.00,1.1120,4.409,15.212
"K02509.01","CONFIRMED",4.5513988,2.457,188.7,0.248,1.13,5009.00,0.8400,4.491,15.035
"K00248.02","CONFIRMED",10.91274065,2.1801,1387.2,0.685,2.13,3834.00,0.5390,4.708,15.264
"K02510.01","FALSE POSITIVE",12.2141545,10.262,535.8,1.175,18.13,5435.00,0.8240,4.578,15.352
"K02511.01","FALSE POSITIVE",3.732261,2.054,153.6,0.4,1.09,5762.00,0.8670,4.495,14.834
"K02583.01","CONFIRMED",3.03267135,1.774,42.4,0.238,0.6,5640.00,0.9210,4.492,12.623
"K02585.01","CONFIRMED",5.34182466,3.577,70.5,0.07,0.95,5767.00,1.1350,4.287,13.455
"K02586.01","CONFIRMED",2.131945045,1.8061,269.4,0.209,1.66,5845.00,1.0130,4.469,15.545
"K02587.01","CONFIRMED",12.9462567,9.568,168.7,0.109,1.13,6058.00,0.8670,4.540,15.079
"K02588.01","CONFIRMED",5.77957133,2.5213,396.6,0.946,1.5,4102.00,0.5810,4.687,15.484
"K02658.01","CONFIRMED",11.6601667,5.882,181,0.983,2.08,5791.00,1.0830,4.381,14.406
"K02659.01","FALSE POSITIVE",89.465468,9.88,67.9,0.931,2.57,5192.00,2.4600,3.773,12.998
"K02660.01","CONFIRMED",18.0161227,4.016,499.5,0.023,2.39,6245.00,1.0650,4.406,15.394
"K02434.01","FALSE POSITIVE",40.8777605,9.745,719.1,1.262,29.55,5930.00,0.9370,4.489,15.590
"K02435.01","FALSE POSITIVE",6.80243431,3.817,249.1,1,2.6,5836.00,0.8160,4.561,15.188
"K02436.01","CONFIRMED",84.5733346,5.762,891.6,0.024,2.59,5418.00,0.8880,4.543,15.758
"K00245.02","CONFIRMED",21.30181863,3.8763,87.3,0.086,0.72,5437.00,0.7810,4.571,9.705
"K02437.01","CONFIRMED",4.14789051,3.829,137.6,0.878,1.93,6150.00,1.4170,4.223,14.725
"K02513.01","CONFIRMED",19.0054098,1.843,542.4,1.228,28.47,6347.00,1.0360,4.423,14.839
"K02514.01","FALSE POSITIVE",1.96433113,2.381,139.1,0.16,1.33,6306.00,1.1210,4.405,15.083
"K02517.01","CONFIRMED",0.968527683,1.3672,114.6,0.941,1.21,5580.00,0.8860,4.538,14.511
"K02589.01","CONFIRMED",0.664074145,1.0925,212.6,0.525,1.19,5178.00,0.7970,4.585,15.645
"K02590.01","FALSE POSITIVE",11.7489907,4.043,36.7,0.1228,1.01,6440.00,1.6550,4.081,11.638
"K00004.01","CONFIRMED",3.849371737,2.632,1298.6,0.915,12.94,6244.00,2.9920,3.657,11.432
"K00033.01","FALSE POSITIVE",0.366197145,1.2335,275.3,0.319,51.34,4448.00,31.5000,1.694,11.059
"K00251.01","CONFIRMED",4.164384505,1.8464,2338,0.59,2.54,3808.00,0.5080,4.754,14.752
"K02662.01","CONFIRMED",2.10433534,1.1168,242.1,0.872,0.79,3605.00,0.4330,4.837,14.488
"K02664.01","CONFIRMED",28.8431751,3.171,756.7,0.913,2.66,5151.00,0.7850,4.528,15.652
"K00256.01","FALSE POSITIVE",1.378649746,1.2232,22462,0.099,6.51,3440.00,0.4390,4.820,15.373
"K02665.01","FALSE POSITIVE",1.112207126,1.35,54.7,0.402,0.73,6046.00,0.9720,4.486,13.823
"K02667.01","FALSE POSITIVE",1.303576682,1.021,245.5,0.08,1.51,6045.00,0.9550,4.494,14.834
"K02438.01","FALSE POSITIVE",1.958577398,2.388,453,0.59,1.8,5402.00,0.8160,4.568,15.902
"K02439.01","CONFIRMED",5.19103699,4.222,290.1,0.117,1.92,6321.00,1.1250,4.417,15.438
"K02440.01","CONFIRMED",4.86638504,2.296,143.8,0.176,1.32,5688.00,1.1110,4.333,13.987
"K02441.01","FALSE POSITIVE",4.79176993,4.52,116.6,0.372,0.81,5138.00,0.7560,4.536,14.287
"K02442.01","CONFIRMED",25.1933989,4.62,481.2,0.679,1.95,5009.00,0.8400,4.491,15.629
"K02518.01","FALSE POSITIVE",0.759762021,4.912,227,1.183,24.2,6386.00,1.1230,4.402,14.871
"K02520.01","CONFIRMED",6.49441464,2.344,357.3,0.911,1.75,4769.00,0.7420,4.557,15.602
"K00248.03","CONFIRMED",2.576571021,1.5997,852.8,0.187,1.57,3834.00,0.5390,4.708,15.264
"K02521.01","CONFIRMED",28.4750006,4.718,763.8,0.835,2.64,4996.00,0.8310,4.497,15.860
"K02593.01","CONFIRMED",14.7966306,5.613,56.1,0.182,0.98,6175.00,1.3070,4.299,11.714
"K02594.01","CONFIRMED",11.25401871,4.759,433.4,0.603,2.42,5995.00,1.1180,4.351,15.166
"K02595.01","CONFIRMED",9.18244299,4.318,87.6,0.257,1.24,6194.00,1.3140,4.242,13.223
"K02595.02","CONFIRMED",14.6134781,5.266,72.8,0.086,1.12,6194.00,1.3140,4.242,13.223
"K02596.01","FALSE POSITIVE",119.682075,31.28,1704.1,1.259,30.39,5778.00,0.9110,4.531,15.903
"K02672.02","CONFIRMED",42.9923284,4.726,1120.1,0.643,3.32,5593.00,0.9450,4.450,11.921
"K00257.01","CONFIRMED",6.88341278,2.0674,487.4,0.083,2.63,6139.00,1.1930,4.359,10.868
"K02673.01","FALSE POSITIVE",4.593595496,2.7468,45034,1.147,44.14,5717.00,0.8840,4.538,16.444
"K02674.01","CONFIRMED",197.5111484,11.106,2575.6,0.814,9.52,5616.00,1.6740,4.004,13.349
"K02674.02","CONFIRMED",11.1726723,6.106,76.8,0.504,1.5,5616.00,1.6740,4.004,13.349
"K02674.03","CONFIRMED",2.53573284,3.989,68,0.054,1.36,5616.00,1.6740,4.004,13.349
"K02443.01","CONFIRMED",6.79164656,3.343,102.6,0.121,1.01,5772.00,1.0030,4.351,13.987
"K02443.02","CONFIRMED",11.8376933,3.381,92.9,0.557,1,5772.00,1.0030,4.351,13.987
"K02444.01","CONFIRMED",18.5525162,4.385,771.5,0.78,2.53,5569.00,0.8290,4.566,15.714
"K00245.03","CONFIRMED",13.3669309,3.733,12.2,0.4064,0.27,5417.00,0.7720,4.567,9.705
"K02447.01","FALSE POSITIVE",1.045492348,2.933,28.7,0.708,0.83,6057.00,1.4570,4.088,12.804
"K02521.02","CONFIRMED",4.86634094,1.885,366.7,0.895,1.94,4996.00,0.8310,4.497,15.860
"K02522.01","CONFIRMED",5.60402307,1.0273,224.9,0.8,1.25,4847.00,0.7370,4.581,13.713
"K02523.01","CONFIRMED",13.0313583,4.521,573.3,0.813,2.88,5514.00,1.0710,4.345,15.829
"K02524.01","CONFIRMED",40.9905002,7.336,297.3,0.048,2.41,5842.00,1.4100,4.170,15.272
"K02525.01","CONFIRMED",57.2932309,4.878,773.6,0.021,1.95,4806.00,0.7290,4.564,15.699
"K02597.01","CONFIRMED",8.00504749,3.32,187.5,0.054,1.52,6398.00,1.1010,4.411,14.790
"K02597.02","CONFIRMED",12.13070414,3.843,211.2,0.083,1.61,6398.00,1.1010,4.411,14.790
"K02597.03","CONFIRMED",5.61357653,2.905,162.3,0.119,1.41,6398.00,1.1010,4.411,14.790
"K02600.01","FALSE POSITIVE",1.33255087,3.565,123.3,0.415,1.19,5774.00,1.0540,4.347,15.053
"K02375.01","FALSE POSITIVE",40.8792243,7.005,413.6,0.79,1.62,5383.00,0.7200,4.609,14.923
"K02376.01","CONFIRMED",18.8262877,2.344,795.8,0.198,2.34,5215.00,0.8450,4.481,15.279
"K00241.03","CONFIRMED",3.41045981,2.866,136.2,0.971,1.06,4983.00,0.6510,4.660,14.139
"K02378.01","CONFIRMED",4.76702759,2.013,163.4,0.077,1.19,5629.00,0.9370,4.430,14.431
"K02448.01","CONFIRMED",13.62801048,3.5374,912.8,0.927,3.28,5052.00,0.8550,4.480,15.462
"K02450.01","CONFIRMED",16.83203175,4.031,326,0.533,1.86,5518.00,1.0080,4.400,14.834
"K02451.01","FALSE POSITIVE",13.37499553,1.639,458.1,0.045,2.01,5263.00,0.9610,4.404,14.738
"K02452.01","FALSE POSITIVE",4.35370136,1.913,168.9,0.535,1.33,5992.00,0.9850,4.382,14.685
"K02526.01","FALSE POSITIVE",134.96694,18.43,68.4,0.0156,0.87,6154.00,1.0530,4.416,13.314
"K02527.01","CONFIRMED",1.385787741,1.6449,85.4,0.35,0.55,4239.00,0.6000,4.667,14.131
"K02528.01","CONFIRMED",12.02295362,1.2667,778.6,0.965,3.28,5982.00,0.8790,4.535,15.646
"K02529.01","CONFIRMED",16.79716262,3.83,1023.8,0.899,2.75,4652.00,0.6970,4.617,15.856
"K00248.04","CONFIRMED",18.59611518,2.3052,813.8,0.014,1.53,3834.00,0.5390,4.708,15.264
"K00251.02","CONFIRMED",5.77440326,1.768,245.3,0.425,0.8,3808.00,0.5080,4.754,14.752
"K02601.01","FALSE POSITIVE",2.622134451,4.735,128.2,0.664,1.64,5864.00,1.3690,4.199,13.915
"K02602.01","CONFIRMED",11.47685263,2.756,240.6,0.07,1.58,5550.00,1.0320,4.384,15.051
"K02379.01","FALSE POSITIVE",40.0088894,3.616,582.3,1.16,20.75,6237.00,1.0230,4.403,15.040
"K02381.01","FALSE POSITIVE",6.58738839,4.758,258.5,0.523,1.35,5616.00,0.8220,4.564,15.575
"K02382.01","FALSE POSITIVE",0.759706632,1.0896,39.7,0.52,1.38,8621.00,2.0940,4.101,12.438
"K02383.01","CONFIRMED",4.37033233,2.845,177.8,0.093,1.56,5657.00,1.1820,4.282,15.133
"K02454.01","FALSE POSITIVE",1.08070294,3.363,145.6,0.688,1.04,5482.00,0.8130,4.539,15.986
"K02455.01","FALSE POSITIVE",4.74254518,1.023,305.7,0.051,1.77,6046.00,1.0070,4.478,14.413
"K02456.01","FALSE POSITIVE",18.13559979,2.019,452.7,1.194,24.49,6184.00,1.0380,4.448,14.990
"K02457.01","CONFIRMED",3.70429015,3.37,55.7,0.001,1.45,6732.00,1.9270,3.958,12.402
"K02530.01","CONFIRMED",37.3331165,7.643,187.8,0.851,2.5,5623.00,1.5880,4.079,13.611
"K02532.01","CONFIRMED",7.9709719,1.2893,488.4,0.911,2.27,5237.00,0.8260,4.572,15.430
"K02533.01","CONFIRMED",6.03355539,10.049,89.5,0.35,3.34,4924.00,3.5880,3.356,13.274
"K02534.01","CONFIRMED",3.02558494,3.0008,128.3,0.839,1.62,6123.00,1.2630,4.263,13.925
"K02605.01","FALSE POSITIVE",0.933746783,4.255,417.5,0.007,1.3,4643.00,0.6630,4.610,15.647
"K02606.01","FALSE POSITIVE",6.09740316,4.635,568.5,1.2051,45.49,8828.00,1.8280,4.227,13.424
"K02608.01","CONFIRMED",2.7612237,3.681,66.8,0.238,1.84,6381.00,2.2320,3.897,13.321
"K02609.01","FALSE POSITIVE",5.59727625,1.659,200.8,0.403,1.26,5796.00,0.8760,4.522,14.626
"K02385.01","FALSE POSITIVE",50.5715805,3.726,1282.6,0.074,2.74,5262.00,0.7830,4.590,15.812
"K02387.01","CONFIRMED",2.032319072,1.6762,315.5,0.133,1.87,6156.00,1.0500,4.443,15.298
"K00028.01","FALSE POSITIVE",4.100870416,8.15361,123521,0.938,82.46,5923.00,1.5100,4.118,11.260
"K02458.01","CONFIRMED",4.35407371,2.427,277.1,0.734,1.63,5455.00,0.9090,4.421,15.404
"K02460.01","CONFIRMED",11.32269749,3.517,311,0.951,1.51,4563.00,0.6420,4.624,15.006
"K02461.01","CONFIRMED",13.71218522,2.437,786.7,0.68,2.47,5550.00,0.8310,4.562,15.935
"K02462.01","CONFIRMED",12.14684625,6.197,70.7,0.687,1.75,5877.00,1.9630,3.927,11.821
"K02463.01","CONFIRMED",7.46718958,3.633,75.7,0.486,1.04,6161.00,1.1690,4.399,12.770
"K02535.01","CONFIRMED",48.8882668,6.468,462.8,0.988,2.96,4821.00,0.7880,4.529,14.985
"K02536.01","CONFIRMED",51.1319346,6.019,382.3,0.829,2.43,6071.00,1.1070,4.353,14.423
"K02537.01","FALSE POSITIVE",133.516435,2.196,510,0.6285,2.01,5989.00,0.8480,4.553,15.309
"K02538.01","CONFIRMED",39.8312536,2.442,388.8,0.24,1.46,5026.00,0.7590,4.580,14.125
"K00249.01","CONFIRMED",9.549277089,1.5832,1826.9,0.068,1.57,3547.00,0.3690,4.899,14.486
"K00252.01","CONFIRMED",17.60461401,3.716,2292.1,0.715,2.64,3744.00,0.5160,4.737,15.613
"K02611.01","FALSE POSITIVE",1.228721184,1.041,465.6,0.208,1.62,4897.00,0.7640,4.542,15.760
"K02615.01","CONFIRMED",4.69505576,3.058,240,0.204,1.49,5999.00,0.9590,4.494,15.711
"K02616.01","FALSE POSITIVE",0.569115976,2.028,796.9,0.068,1.8,4788.00,0.6560,4.610,12.093
"K00242.01","FALSE POSITIVE",7.258450123,5.7297,3714.7,0.05,5.53,5638.00,0.9200,4.513,14.747
"K02388.01","FALSE POSITIVE",6.0959841,10.39,112.7,0.657,0.99,5826.00,0.8850,4.430,14.104
"K02389.01","CONFIRMED",22.9221181,8.2,140.3,0.603,1.33,5897.00,1.0810,4.357,13.578
"K02390.01","CONFIRMED",16.10474503,5.712,124.1,0.224,3.21,5822.00,2.8860,3.683,12.249
"K02392.01","CONFIRMED",7.42697378,3.206,205.2,0.337,1.4,5573.00,0.9820,4.434,14.985
"K02464.01","FALSE POSITIVE",0.874629873,1.782,68.1,0.665,0.72,5099.00,0.8320,4.491,14.107
"K02465.01","FALSE POSITIVE",5.46091846,1.781,172,0.4,1.25,6319.00,0.9300,4.465,14.332
"K02466.01","CONFIRMED",3.17323012,1.9094,204.5,0.085,0.88,4500.00,0.6330,4.632,14.993
"K02466.02","CONFIRMED",13.2970695,3.283,219.7,0.03,0.91,4500.00,0.6330,4.632,14.993
"K00246.01","CONFIRMED",5.398752862,3.4303,346.5,0.015,2.21,5790.00,1.1980,4.279,9.997
"K02539.01","FALSE POSITIVE",5.26648126,1.964,97.8,0.403,1.07,6204.00,1.0650,4.394,13.648
"K02540.01","FALSE POSITIVE",2.67596808,2.021,420.6,0.115,1.57,4732.00,0.7950,4.530,15.596
"K02541.01","CONFIRMED",7.41683033,7.274,72.6,0.873,3.36,4938.00,3.3240,3.450,13.007
"K02542.01","CONFIRMED",0.727331746,0.8323,357.4,0.153,0.67,3460.00,0.3560,4.920,15.527
"K02543.01","CONFIRMED",1.302017467,1.3692,290.5,0.286,1.37,4948.00,0.8160,4.508,15.351
"K02617.01","CONFIRMED",8.63050092,3.144,325.8,0.595,1.43,5352.00,0.7640,4.599,15.868
"K02618.01","FALSE POSITIVE",12.49117388,2.848,189.9,0.747,1.36,5753.00,0.9110,4.461,14.521
"K02619.01","CONFIRMED",3.27645723,2.219,323,0.001,1.71,5812.00,0.9630,4.504,15.934
"K02620.01","CONFIRMED",16.0573291,3.546,575,0.883,2.27,5644.00,0.8060,4.575,15.869
"K02621.01","FALSE POSITIVE",8.44326557,3.353,359.5,0.42,1.97,6081.00,1.0230,4.468,15.351
"K02393.01","CONFIRMED",4.60300256,2.6848,302.5,0.072,1.32,4821.00,0.7880,4.529,14.903
"K02395.01","FALSE POSITIVE",16.9329284,1.218,488.3,0.319,2.46,6310.00,1.0950,4.417,14.779
"K02397.01","CONFIRMED",12.00089667,3.266,420.7,0.595,1.47,5195.00,0.6900,4.598,15.563
"K02398.01","FALSE POSITIVE",1.169010526,1.1717,165.9,1.13,91.91,5944.00,5.8470,3.250,13.579
"K02399.01","CONFIRMED",1.916940872,1.4243,105.1,0.405,0.89,5083.00,0.8720,4.468,14.100
"K02467.01","CONFIRMED",5.05661302,3.926,137.9,0.616,1.15,5926.00,0.9390,4.506,14.630
"K02468.01","CONFIRMED",24.3344939,6.557,323.1,0.017,1.74,6091.00,0.9670,4.487,15.373
"K02469.01","CONFIRMED",131.187921,6.905,915.9,0.069,2.34,4898.00,0.8030,4.518,15.048
"K02470.01","FALSE POSITIVE",2.17489806,4.599,74.8,0.76,1.08,5749.00,1.1500,4.323,13.655
"K02471.01","CONFIRMED",25.8859397,4.548,217.1,0.922,1.66,5190.00,0.8990,4.446,14.556
"K02544.01","CONFIRMED",28.6253502,4.551,652.7,0.021,2.38,5774.00,0.9410,4.508,15.826
"K02545.01","CONFIRMED",6.98141327,6.527,38,0.699,1.42,6054.00,2.1630,3.923,11.752
"K02546.01","FALSE POSITIVE",1.319677953,1.978,100.7,0.62,1.13,6306.00,1.0760,4.426,14.332
"K02547.01","CONFIRMED",8.94337724,2.469,215.1,0.163,1.48,6074.00,1.0050,4.375,14.169
"K00250.01","CONFIRMED",12.282998287,2.7096,2794.7,0.047,2.83,3879.00,0.5370,4.708,15.473
"K02622.01","FALSE POSITIVE",0.328686504,0.8592,171.9,0.233,1.11,5430.00,0.8470,4.535,15.316
"K00253.01","CONFIRMED",6.383159135,1.7504,2313.2,0.197,2.73,3757.00,0.5760,4.681,15.254
"K02623.01","CONFIRMED",5.57654782,3.673,53.6,0.45,0.92,6187.00,1.2380,4.341,13.383
"K02624.01","CONFIRMED",115.6863392,4.65,945.9,0.226,3.52,5800.00,1.1490,4.327,15.174
"K02625.01","CONFIRMED",3.81371423,1.973,281,0.306,1.37,5547.00,0.8200,4.571,15.890
"K02626.01","CONFIRMED",38.0970717,4.307,913.3,0.953,1.58,3554.00,0.3980,4.867,15.931
"K00243.01","FALSE POSITIVE",2.637574744,5.4573,5423.5,0.909,9.16,6108.00,1.0300,4.466,15.106
"K02402.01","CONFIRMED",16.3012727,3.974,259.5,0.88,1.54,4873.00,0.7960,4.558,14.610
"K02403.01","CONFIRMED",13.32354078,3.873,116.6,0.225,1.32,6113.00,1.2180,4.341,12.867
"K02472.01","CONFIRMED",2.607545159,1.3916,351.5,0.206,2.07,6147.00,1.0960,4.435,15.618
"K02473.01","CONFIRMED",3.24417541,1.992,371.9,0.761,1.84,5094.00,0.8700,4.469,15.770
"K02475.01","FALSE POSITIVE",6.85567248,2.268,197.7,0.479,1.27,5734.00,0.8830,4.538,14.738
"K02476.01","FALSE POSITIVE",2.28607282,7.82,261.8,0.059,1.01,4583.00,0.6540,4.650,15.546
"K00246.02","CONFIRMED",9.60505976,3.0063,55,0.54,0.91,5790.00,1.1980,4.279,9.997
"K02549.01","FALSE POSITIVE",3.54789928,2.861,185.3,0.325,0.99,5399.00,0.7250,4.619,15.413
"K02552.01","CONFIRMED",3.65690909,2.064,107.4,0.217,1.32,6078.00,1.2710,4.294,14.460
"K02553.01","CONFIRMED",88.0712769,6.758,885.4,0.347,2.4,4939.00,0.8190,4.506,15.639
"K02627.01","CONFIRMED",8.38395796,5.2,108.5,0.892,3.24,5405.00,2.6050,3.741,14.667
"K02628.01","CONFIRMED",1.68189051,2.992,83.2,0.415,1.27,5827.00,1.3740,4.191,14.812
"K02629.01","FALSE POSITIVE",8.59000355,6.68,298.1,0.909,1.82,5817.00,0.8760,4.538,15.408
"K02631.01","CONFIRMED",44.9977604,9.686,170.2,0.928,1.59,5871.00,0.9830,4.493,13.468
